en,ru
The younger brother Subrahmanya immediately plunged into action.,Младший брат Субраманья немедленно бросился выполнять задание.
"When parents refuse, they think that the parents are angry.","Когда родители отказывают, то они думают, что те рассержены."
"Felt boots, clothes and coldsteal of Chechen production was especially in great demand.","Так, большим спросом пользовались бурки, сукно и холодное оружие чеченского производства."
A habit can never command important movements.,Привычка никогда не может управлять важными поступками.
Certain other numbers related to various mathematical functions could also be used.,"Также можно воспользоваться и другими числами, связанными с разными математическими функциями."
Judicial Reforms are predicated upon a new constitution and constitutional amendments.,Основой для судебных реформ являются новая Конституция и конституционные поправки.
"The Application deadline is March 1, 2009.",Заявка на участие в форуме принимается до 1 марта 2009 года.
"This ensures a good suntan, but requires appropriate protection.","Ровный глубокий загар тут гарантирован, но необходима и соответствующая защита."
"The workers were not frightened with terror during the ""Period of reaction"".",Не испугал трудящихся и террор в годы реакции.
"If you are to soar above, there must not be this baggage.","Если вы взлетаете вверх, вы не должны нести с собой багаж."
As to aromatic cultures Crimea has no equal.,А в отношении эфиромасличных культур Крыму просто нет равных.
"Fortunately, local authorities in the area are already doing just that.","К счастью, местные власти в регионе именно этим сейчас и занимаются."
The Constitution of Georgia guarantees trade union activity.,Конституция Грузии гарантирует деятельность профсоюзов.
He also visited Geneva and had a meeting with the ILO Director General.,Помимо этого он посетил Женеву и встретился с Генеральным директором МОТ.
Science is being held back by private interests and industry.,Наука тормозится частными интересами в промышленности.
"Weeve also collects obscure punk, jazz, and classical vinyl records.","Weeve также коллекционирует виниловые диски с панковой, джазовой и классической музыкой."
Several different views are expressed by the posters.,Несколько различных точек зрения выражены постерами.
The precious object allowed the man to restore his old house.,Драгоценность позволила человеку восстановить его старый дом.
"Indeed, the country has run a trade deficit since 2005, with no path back to balance in sight.","Вообще, в стране наблюдается внешнеторговый дефицит с 2005 г., которому не видно конца."
Visit the exhibition free of charge for its entire duration;,бесплатное посещение выставки в течение всех дней ее работы
But the decision will be driven by our own data.,Но решение будет основываться на наших собственных данных.
<A true and proper right to a child would be contrary to the child's dignity and nature.,Истинное и подлинное право иметь ребенка противорчило бы природе и достоинству самого ребенка.
To each of these two themes it is necessary here to give some further consideration.,Каждой из этих двух тем надлежит дать здесь некоторое дальнейшее развитие.
"If the weather is dry and warm, then we are lucky.","Если погода будет теплая и сухая, то нам просто повезло, и мы услышим его таинственные песни."
"Rather, it is being examined and discussed.","Точнее было бы сказать, что эту традицию переосмысляют и обсуждают."
We are referring here to those cases in which environment plays the predominant role.),"Мы обращаемся здесь к тем случаям, в которых окружающая среда играет преобладающую роль."
We have already mentiond the use of drugs in this connection.,Мы уже имеем опыт использование лекарств в этой связи.
"Department of Philosophy, Logic and Scientific Method, London School of Economics","Факультет философии, логики и научной методологии"
They also achieved approximately insect-level intelligence.,Они и достигали примерно уровня интеллекта насекомых.
that production of too little CFC could jeopardize patient health.,"вероятность того, что дефицит производства ХФУ может поставить под угрозу здоровье пациентов."
We understood from the start that we would have to fight for it everyday.,"Мы понимали с самого начала, что нам придется бороться за нее каждый день."
The failure of imagination extends across the entire political spectrum.,Отсутствие воображения простирается по всему политическому спектру.
Bersenyev shrugged his shoulders and turned homewards.,Берсенев пожал плечами и отправился домой.
Please answer and pray my imam is strong.,"Пожалуйста ответте и просите, чтобы мой иман укрепился."
In this way the peasants learned to work as part of state- owned collective farms.,Так крестьяне приучались работать в общественном хозяйстве колхозов.
A building society/savings account type passbook,Сберегательную книжку или подтверждение о имеющемся у вас сберегательном счете
She has no job and no money as well as Victor.,"Ни работы, ни денег, как у нее, так и у Виктора нет."
"Out in the tunnels again, Drizzt felt his rage beginning to build.","Снова оказавшись в туннелях, Дзирт ощутил, как в нем начинает закипать ярость."
"Drizzt noticed then that the cart had little wheels along its sides as well, aiding in its passage.","Он заметил, что с обеих сторон тележки есть небольшие колесики, помогающие ее продвижению."
The finance dept is one of the best things to look at.,Финансовый отдел является одним из лучших преимуществ.
"We discussed in detail the issues of infrastructure, railways infrastructure.","Мы очень подробно говорили об области инфраструктуры, железнодорожной инфраструктуры."
Know how to define and target your market.,Важно суметь определить и нацелиться на свой рынок.
He was at home 1.2 km away from center of explosion.,Он был дома на расстоянии в 1.2 км от эпицентра.
So I always sat with the wall behind me for about 10 years.,И поэтому старался садиться спиной к стене.
We must assist the process of building viable state structures in Bosnia and Herzegovina.,Мы должны содействовать созданию жизнеспособных государственных структур в Боснии и Герцеговине.
It requires a political dialogue that addresses all parties involved in the conflict.,"Для его решения необходим политический диалог, обращаясь ко всем сторонам, вовлеченным в конфликт."
Click the Switch to compact mode button near the bottom-right corner of the Player.,Нажмите кнопку Переключиться в компактный режим в правом нижнем углу проигрывателя.
We received more than 400 submissions from 24 countries.,Мы получили более 400 предложений из 24 стран.
Corporate executives manage larger companies.,Директора корпораций управляют более крупными компаниями.
TOKIO HOTEL REFUTES RUMOURS ABOUT PREVIOUS TRIP HERE,Tokio Hotel опровергают слухи об их предыдущей поездке сюда
"The keys are responsive and easy to type on, allowing long hours of comfortable typing.","Клавиши ощутимы в нажатии и легки для печати, позволяя с удобством печатать целыми часами."
I would like to rest assured that businesses of other countries are doing the same thing.,"Хотелось бы верить, что это делают и субъекты хозяйствования других стран."
How many more chickens have to cross the road before you believe it?,"Сколько еще куриц должно перейти улицу, чтобы вы поверили"
"There were not many plants on the left bank, so the tent was the only escape from the sun.",На левом берегу растительности мало и спрятаться от солнца можно только под тентом.
Many extrasensory healers use the latter variant only.,Многие экстрасенсы используют только последний вариант.
"And the truth, as a rule, lies in the middle between two extremes.","Истина, как правило, лежит на середине между крайностями."
Many guests have witnessed the ceremony for the first time in their life.,Многие из гостей впервые стали участниками данной церемонии.
"In early approaches, we and others supplied these mixtures of amino acids as intravenous solutions.",Вначале мы вводили смесь аминокислот как внутривенный раствор.
And I have taken care of my subjects as though they were my very own children.,"И я заботился о своих подданных, как о своих собственных детях."
The government is obliged to learn lessons these terrorist attacks.,"Уроки, выводы из терактов правительство обязано сделать."
"If they let it happen, then can you please at least do everything possible to save our children?","И уж если они это допустили, то извольте сделать все, чтобы наших детей спасти."
All visitors to the character's profile will then see the character in that pose.,Все посетители профиля будут видеть вашего персонажа именно в этой позе.
Land remains a stumbling block for many reforms.,Земля до сих пор остается камнем преткновения во многих реформах.
Those who have seen Cave Crawler in action are impressed.,Все кто видел Cave Crawler в действии остались впечатленными.
"Most rooms have a balcony, offering a great panoramic view on the lake.","В большинстве номеров есть балкон, с которого открывается панорамный вид на озеро."
The major task for human beings consists of learning how to think.,"Главная задача человека состоит в том, чтобы научиться думать."
Let's look at InputFile in more detail and see what's going on.,"Давайте рассмотрим подробнее InputFile и посмотрим, что следует делать дальше."
"The public wants the government to ""perpetuate their dependency role of childhood.","Публика желает, чтобы правители продлевали детство, чтобы люди всегда оставались зависимыми детьми."
Seasonal import duties are also applied to some goods.,К отдельной категории товаров применяются сезонные ввозные пошлины.
BUNTY AUR BABLI falls to an all-time low in the latter part.,BUNTY AUR BABLI непрерывно падает вниз в последней части.
When he set them down Ivan Ilych fancied he felt worse.,"Когда он опустил их, ему показалось хуже."
The former right-wing government of Greece lied about the size of the country's budget deficit.,Бывшее правое греческое правительство лгало в отношении реального дефицита бюджета.
Kulinsky said he does not rule out that this tendency will persist.,"Причем Кулинский не исключает, что эта тенденция будет продолжаться."
Tonight everyone here remembers what they went through on this spot a year ago.,"В эту ночь каждый здесь вспоминает то, что испытал на этом месте год назад."
And on Guryanov Street the authorities still need to erect a chapel and a memorial park.,А на улице Гурьянова за властями осталось возвести часовню и аллею памяти.
"Get straight to the point, but always think before you speak.","Говорите по существу и всегда думайте перед тем, как говорить."
"Near the PTU I saw buses with people sitting on board, covered in blankets.","Вблизи указанного ПТУ увидел автобусы, в которых сидели люди, укрытые одеялами."
My forefathers are indigenous to that system.,Мои предки были обитателями этой системы.
The moral force of the attacking French army was exhausted.,"Нравственная сила французской, атакующей армии была истощена."
"Now, in modern times, translation is not respected.","Сейчас, в современном мире, профессия переводчика не особенно в чести."
The nectarous feeling in this country is the feeling of love towards one's mother.,Самым сладостным чувством в этой стране является чувство любви к своей матери.
"As long as you live, be happy and enjoy your life.","Пока вы живы, будьте счастливы и получайте от жизни удовольствие."
"The birds, insects, and animals are, however, doing the same.","Птицы, насекомые и животные делают то же самое."
"Of course, Rome did not appreciate this interpretation.","Конечно, Рим не принимал данную интерпретацию."
Half a million pamphlets were spread in local newspapers.,Было распространено более миллиона брошюр через местные газеты.
Large-scale drug trafficking is also punished with the death sentence.,Наркобизнес в крупных масштабах также влечет за собой высшую меру наказания.
In some provinces you will have to pay a small monthly fee for this insurance.,В некоторых из них вам придется платить небольшой ежемесячный взнос за мед. страховку.
Some of these dictates and injunctions were given in Makkah and some in Madeenah.,Некоторые из этих законов и установлений ниспосылались в Мекке и некоторые в Медине.
Mailboxes can now be moved online whilst the users are logged into them.,"Почтовые ящики теперь можно перемещать в режиме онлайн, даже когда пользователи вошли в них."
Eshley stood very near the gate while he studied the animal's appearance and demeanour.,"Эшли стоял возле самых ворот, изучая внешность и повадки животного."
My childhood passed in periodical trips from my house to my grannies and back.,Так промелькнуло мое беззаботное детство в периодических переездах между родным домом и бабушками.
Latvian films have been screened in more than ten countries this year.,В этом году латышские фильмы были показаны более чем в десяти странах мира
Kronbergs was born in 1946 and currently resides in Sweden.,Кронбергс родился в 1946 году и в настоящее время живет в Швеции.
Visit to Georgia by Foreign Affairs Minister Artis Pabriks,Визит министра иностранных дел Латвии Артиса Пабрикса в Грузию
"Shoun was fond of music and was a master of the harp, which his mother also played.","Сеун любил музыку и искусно играл на арфе, на ней играла и его мать."
And I must say that it would be difficult to do better than that.,"И, должен сказать, выдумка на редкость удачная."
Take for example Iran and the United States who for decades were close partners.,"С тем же Ираном, например, США были теснейшими партнерами на протяжении десятилетий."
At about 10.30pm Zelimkhan Temirsultanov was handed back to his mother.,Около 10.30 вечера Зелимхан Темирсултанов был передан его матери.
Even the choice of twenty years as a period to examine is based on my own history.,Даже выбор для анализа двадцатилетнего периода основан на моей личной истории.
"However, they say several Whitehall departments have fallen victim to China's cyberwarriors.","Тем не менее они сообщают, что жертвами китайских кибервоинов стали несколько управлений Уайтхолла."
However there are only a few controlled studies which confirm this finding.,"Тем не менее, этот факт подтвердился лишь в немногих контролируемых исследованиях."
Unbeatable prices guaranteeing best value for money holidays,Цени без конкуренции с лучшим соотношением между качеством и ценой для отдыха
I doubt this reading was given to him as school assignment.,"Сомневаюсь, что это чтение было ему задано по школьной программе."
What happens when we don't play along is all too obvious.,"Что происходит, когда мы отказываемся подыгрывать, слишком хорошо известно."
"Such is not, however, the policy of Lucifer, nor ever will be.","Однако, не такова наша политика, и такой она никогда не будет."
We have public assurance for it in the Pastoral of 1876 by the Bishop of Cambrai.,Мы находим публичное подтверждение этому в послании епископа Кембрии 1876 года.
"Twitter, by contrast, was less tied to traditional media.","В отличие от этого, Twitter был менее привязан к традиционным средствам информации."
This can add up to numerous hundred dollars.,"Это может добавить до нескольких сотен долларов, а это дорого."
Michael preached one of his best sermons as he began a Sunday Series on the book of Acts.,"Майкл проповедовал один из своих лучших уроков, начав серию воскресных проповедей по Книге Деяний."
"The second, and perhaps most important, solution lies in your own hands.","Наиболее важно это то, что, решение в ваших руках."
"Uninstalling the memory card driver in Mac OS 8.5.1, 8.6 and 9.x","Удаление драйвера карты памяти в Mac OS 8.5.1, 8.6 и 9.x"
This explains why so many Old Testament incidents are typical of Christ.,Это объясняет наличие в Ветхом Завете много случайностей о Христе.
"Jesus speaks of his word as if it is an actual person, i.e. himself.","Иисус говорит о Своем слове, как будто бы оно есть фактическое лицо, то есть, ОН Сам."
Microsoft Windows also needs to comply with the Common Criteria Certification.,Microsoft Windows также должна отвечать требованиям сертификации Common Criteria Certification.
Speculating on the precise outcome is only of limited value.,Попытки предугадать исход этой ситуации имеют весьма ограниченную ценность.
Most children can also stand on their tiptoes.,Большинство детей могут стать на цыпочки.
"Grilled salmon with tomatoes, eggplant, and quinoa",Кусок лосося на гриле с баклажаном и помидорами.
The UN SC adopted four resolutions connected with the conflict.,Совет Безопасности ООН принял четыре резолюции в связи с конфликтом.
In law Israel is obliged to cease these actions.,По закону Израиль должен прекратить эти действия.
He is therefore fully aware of this limitation in respect of his mandate.,"Поэтому ему хорошо известно об этом ограничении, касающемся его мандата."
Today such resistance fighters are seen as heroes and patriots.,Сегодня такие бойцы сил сопротивления считаются героями и патриотами.
18 07-46316 A/62/275 Extrajudicial executions or targeted assassinations 45.,Внесудебные казни или убийства конкретных лиц 45.
"Instead, he was told Coppola would write a part for him.","Вместо этого ему сказали, что Коппола напишет для него другую роль в сценарии."
"Unlike the sculptor however, he is working with living flesh and is constantly fighting time.","В отличие от скульптора, однако, он работает с живой плотью и постоянно борется со временем."
The dogs that these people buy are like children who grow up with no family.,"Собаки, которых эти люди покупают, походят на детей, которые растут без семьи."
"In September, seminars on preparations for the elections are being held in the regions of Georgia.","На протяжении сентября в регионах идут семинары, связанные с подготовкой к выборам."
"We have all this here, but the German mentality is very different and it is a great strain.","Но немцы имеют совсем другой менталитет, и это очень напрягает..."
This Irish born gentleman isn't particularly fond of foreigners and he's the first to admit it.,"Этот ирландец родился джентльменом, не особенно любит иностранцев."
It does not mean you need to fill two dumpsters like the Keeper did.,"Или что вам нужно заполнить два мусорных бака, как это сделал Хранитель."
"Nurture one another every opportunity you can, for you are actually nurturing yourself.","При любой возможности помогайте друг другу, ибо так вы помогаете себе."
At the beginning of the feast many inquiries were made for Him.,В начале праздника многие спрашивали о Нем.
The Sudan operation remains the ICRC's largest worldwide for the fourth consecutive year.,Гуманитарная операция в Судане уже четвертый год останется крупнейшей операцией МККК в мире.
"As in Pakistan, the ICRC made clear it would not become involved in the reconstruction phase.","Так же как в Пакистане, МККК четко дал понять, что не сможет принять участие в этапе реконструкции."
Today the Kazakhstani village is waiting.,Сегодня казахстанское село замерло в ожидании.
This is true for small firms as well as large ones.,"Этот принцип действует как для малых, так и для крупных фирм."
The company owns industrial base with industrial and administrative premises.,Предприятию принадлежит производственная база с производственными и административными помещениями.
The Committee sessions shall be held when the need arises but no less than once per month.,"Заседания Комитета проводятся по мере необходимости, но не реже чем 1 раз в квартал."
The soul of man cannot exist apart from moral thinking and spiritual activity.,Душа человека не может существовать вне нравственного мышления и духовной деятельности.
They visited everything about this polyglot city except the grove of Daphne.,"В этом многонациональном городе они побывали почти всюду, кроме рощи Дафны."
"They were all brave, especially the lad, but it was a trying ordeal.","Все старались не унывать, особенно юноша, но это было совсем не просто."
"Rising food prices, which disproportionately impact the poor, also pose a risk.","Риск заключается и в росте цен на продовольствие, что сильнее всего ударяет по бедному населению."
I couldn't believe how many gears it went up.,"Я не могу поверить, через сколько приборов мы пропустили звук."
Welcome to the next level of The Prodigy.,Добро пожаловать на новый уровень The Prodigy.
I wish Amy Lee and Evanescence a lifetime of success and happiness.,Я желаю Эми Ли и Evanescence успеха и счастья.
"Saul fell on mount Gilboa, and David was established on the throne of Israel.","Саул пал на склонах гор Гелвуе, а Давид был возведен на престол Израиля."
"Otherwise, the default setting is false when the field is left blank.","Стандартным значением, когда поле оставлено пустым, является false."
"From June to the end of August, very light summer clothing is a must.",С июня по конец августа обязательно иметь очень легкую летнюю одежду.
"Adaptors can be purchased from electricians, supermarkets, grocery shops, etc.","Адаптеры также можно купить в магазинах электротоваров, супермаркетах, в бакалеях и т.п."
You need kernel-based real-time protection.,Вам необходима защита в режиме реального времени на уровне ядра.
"In other words, you will appear less qualified than you actually are.","Иными словами, вы будете казаться менее квалифицированными, чем вы есть на самом деле."
"Their voices are heard in the songs and, of course, they beautify the compositions.","Голоса каждой слышны в песнях и, несомненно, украшают композиции."
In 1935 the Ishun rayon was renamed into Krasnoperekopsk and Armyansk became its centre.,В 1935 году Ишунский район был переименован в Красноперекопский и Армянск стал его 5 центром.
"There is central heating, cold and hot water supply system.","Комнаты оборудованы холодной и горячей водой, обеспечены центральным отоплением."
For the last 5 years the number of employees in agriculture decreased almost three times.,За последние 5 лет количество работников в сельском хозяйстве уменьшилась почти втрое.
"Lacking democratic safeguards, the temptation was irresistible.",При отсутствии демократических методов регулирования процесса такой соблазн был непреодолим.
A ZAMPERLA JOYRIDE IN EVERY FUN PARK IN THE WORLD,"ВО ВСЕМ МИРЕ НЕ СУЩЕСТВУЕТ ПАРКА РАЗВЛЕЧЕНИЙ, НА КОТОРОМ НЕ БЫЛО БЫ АТТРАКЦИОНОВ МАРКИ ZAMPERLA"
"The foregoing remarks notwithstanding, the implications are not all that radical.","Вопреки тому, что было сказано до того, последствия для людей не особенно радикальны."
Next to the school is our specially-designed diver training pool.,Рядом со школой расположен специально спроектированный тренировочный бассейн для дайвинга.
Please choose when you would like to stay at Grandhotel Pupp.,"Пожалуйста, выберите, когда вы хотели бы остановиться в Grandhotel Pupp."
Breakfast can be enjoyed on the courtyard during the summer.,Завтрак подается на внутреннем дворе отеля в летнее время.
"In any event, that argument was never relied upon by the domestic authorities.","В любом случае, этот аргумент не был положен в основу решения местных властей."
"Also there are people, who perceive field and material reality as two different worlds.","Есть и такие, которые воспринимают полевую и вещественную реальность как два разных мира."
We try to help each other as far as possible.,Мы стараемся по мере сил помогать друг другу.
"Thus, racial homogeneity cannot be included in the concept of nation.",Поэтому нельзя включать в понятие Нация расовую общность.
"""This critical moment was without doubt clearly foreseen.","Этот критический момент был, без сомнения, предопределен заранее."
The hotel is located approximately 40km from Pudong International Airport (PVG).,Международный аэропорт Нгура Рай расположен в 4 км.
"In it he was in a white smock, sitting astride a chair, with frowning eyes and smiling lips.","Он в белой рубашке сидел верхом на стуле, хмурился глазами и улыбался ртом."
The spacious rooms at Club Andaman Beach feature beautiful garden or sea views.,Из просторных номеров отеля Club Andaman Beach открывается вид на прекрасный сад или море.
The forward-thrusting nose section gives the car a powerful profile.,Значительно выступающая вперед передняя часть автомобиля придает ему внушительный вид.
In certain parts of the world many famous and ancient buildings are been damaged by acid rain.,Во многих частях мира множество известных и древних зданий повреждены кислотным дождем.
Damage caused by the transport of oil is related to the pollution of the seas.,"Ущерб, вызванный транспортировкой нефти, связан с загрязнением морей."
"From the Republic Square or the Old Town Square, the bus will take you to the pier.",Автобус следует от площади Республики и Староместской площади до пирса.
"Previous guests include Vittorio Emanuele II di Savoia, the Count of Cavour, and even Mussolini.","Предыдущими гостями были Витторио Эмануэль II Ди Савойа, граф Савоя и даже Муссолини."
Links to more comprehensive explanations are provided at the end of each definition.,В конце каждого определения даются ссылки на более подробные объяснения.
Creationist views reject scientific findings and methods.,Креационисты отвергают научные методы и данные.
Fat soluble toxins cross the blood-brain barrier and induce nerve inflammation.,Жирорастворимые токсины пересекают гематоэнцефалический барьер и вызывают воспаление нервной ткани.
We then display the results in chronological order.,Затем отображаем результаты в хронологическом порядке.
So far the Indian intent is clearly not focused on this aspect.,До сих пор намерения Индии явно не концентрировались на этом аспекте диалога.
This will not be an area that will flow naturally with you when you begin learning interior design.,"Может быть, сначала у вас и не будет получаться, но не стоит расстраиваться."
SGML found wide acceptance and use in fields with very large-scale documentation requirements.,SGML нашел широкое признание и широко использовался в очень больших проектах.
Le Cote Royal serves a traditional sea food menu and enjoys sea views.,В этом ресторане вы можете насладиться великолепным видом на море.
Myra features some of the most impressive and well preserved Lycian monuments in the country.,В Мире находятся самые впечатляющие и хорошо сохранившиеся ликийские памятники в Турции.
Weapons for the Israeli War of Independence were purchased from Czechoslovakia.,Оружие для Войны за независимость Израиля приобреталось в Чехословакии.
The degree of aid that may be forthcoming from the United Nations is unknown.,"Степень помощи, которую можно ожидать от Соединенных Штатов, пока неизвестна."
"Family suites are made up of 1 bedroom and 1 living room, plus 1 bath/wc.","Семейные люксы состоят из одной спальни, одной гостиной и ванной комнаты."
Germany later provided the missiles for the Patriot batteries sent to Turkey.,"Но вскоре сняла все свои возражения, а затем и начала поставки ракет в Турцию."
The elections to the Supreme Soviet of the U.S.S.R. took place on December 12.,12 декабря состоялись выборы в Верховный Совет СССР.
"The book had an enormous sale, millions of copies being bought up in a very short period.",Эта книга за короткий срок разошлась в огромном количестве экземпляров.
He presented his lecture and answered all questions in perfect Spanish; a commendable effort.,Он прочел доклад и ответил на все вопросы на прекрасном испанском языке.
The Uyghurs are an ancient race who have made their mark on Eastern and Central Asian history.,"Уйгуры считаются одним из древних народов, который проживал в восточной и центральной части Азии."
There are some other notable options in the customized installation window.,"В окне выборочной установки есть и некоторые другие опции, о которых стоит упомянуть."
"3. If prompted, press any key to start Windows from the installation disc.",При запросе нажмите любую клавишу для запуска Windows с установочного диска.
"The wings fallen to pieces, Icarus fell into the waves of Aegean Sea.","Крылья рассыпались, и Икар упал в волны Эгейского моря."
"At the altitude of 100 m, Garnerin cut the rope off and went into falling instantly.",На высоте около 100 м Гарнерен перерезал веревку и камнем полетел вниз.
We must keep our heads cool and not get caught up in trivia.,"Мы должны держать нашу голову холодной, не забивая ее всякими пустяками."
3. A man in Alabama died from rattlesnake bites.,3. Мужчина из Алабамы умер от укуса гремучей змеи.
"Sex became a drug, an opiate for the discontent.","Секс становится наркотиком, успокоительным средством для неудовлетворенных."
The Taoist teaching of physical immortality doesn't suggest men no longer die.,Даосское учение о физическом бессмертии не предлагает людям больше не умирать.
Note You will not be affected by this issue if one of the following conditions is true:,При выполнении одного из следующих условий данная проблема не возникает.
The situation on the market of rough and polished diamonds continues to be a hot stuff for many.,Положение дел на рынке алмазов и бриллиантов продолжает волновать многих.
Same as above in my reply to your previous question.,"Повторю то же, что и в ответе на предыдущий вопрос."
"We believe the diamond market has bright prospects for development, especially in China.","Мы считаем, что у рынка бриллиантов хорошие перспективы для развития, особенно в Китае."
"Under the new judging system, you're the first.",А по новой системе оценок ты первым это сделал.
"He likes to be alone, but he's a good father.","Ему нравится одиночество, но он хороший отец."
"I had never actually seen him skate, not even on TV.","Я никогда не видел, как он катается, даже по телевизору."
"Despite problems with drought, the year 1998 saw a small recovery in GDP.","К 1998 году, несмотря на засухи, экономику удалось частично восстановить."
4. The women say they cannot identify the groups pressuring them.,"4. Женщины говорят, что они не могут определенно назвать группы, которые их беспокоят."
We hope that it will take us less time due to the fact that we have passed European inspections.,"Мы надеемся на больший успех за счет того, что прошли аудит специалистов Евросоюза."
Independent Centers were springing up throughout the U.S. and Europe.,Независимые центры множились в США и Европе.
The latest example came during the Copenhagen climate summit.,Недавно очередные доказательства этого мы получили на копенгагенском саммите по изменению климата.
Machinery industry has been the driving force behind Turkey's industrialization process.,Машиностроение всегда было движущей силой процесса индустриализации в Турции.
Food placed in this box achieved high temperature very quickly.,"Еда, помещенная в коробку, достигла высокой температуры очень быстро."
"Today, the microwave has revolutionized the way Americans eat.",Сегодня микроволновая печь революционизировала способ приготовления американской еды.
"While in the Finder, from the File menu choose Secure Empty Trash.",В окне Finder из меню Файл выберите Очистить корзину необратимо.
Not exactly the lasting impression you wanted to leave.,"Это не то впечатление, которое вы хотели бы произвести."
So pick up that sprig and chew it thoroughly.,Так что собирайте эту травку и тщательно жуйте.
They did not believe that he was a true disciple of Jesus.,"Они не верили, что он стал истинным учеником Иисуса."
They have their newspapers in many localities.,"Во многих местах у них есть свои газеты, пусть небольшим тиражом."
"And, in general, there are a lot of such roughnesses which may have been footprints on other sites.","А, вообще, таких неровностей, которые могут быть следами ног, очень много на всех участках."
You should take care of what programs you install on your machine.,Вы должны быть очень внимательны при установке новых программ на вашу машину.
"Remains of the fortress wall, water reservoirs, churches and other buildings are now preserved.","От нее сохранились остатки крепостной стены, водохранилища, церкви и другие постройки."
"Both of them, like Shevardnadze and Kuchma, will be overthrown by the people.","Оба, как и Шеварднадзе с Кучмой, будут повалены народом."
The IBM SurePOS 100 Express delivers a unique balance of all-in-one design and flexibility.,IBM SurePOS 100 Express обеспечивает уникальный баланс моноблочной конструкции и гибкости.
